Treatment Title,Treatment Details,Treatment Stage,Treatment Type,Risk Category,Risk Location,Element Type,Risk Factor,Construction Scope,Associated Activity,data_origin,is_real,source_artifact_id,source_row,annotation_origin,verification_status
"Ensure that there is a detailed risk study to evaluate deliveries, lifting operations and use of hoists",,Preliminary Design,Inform,Struck-By moving vehicle,Site logistics-Traffic route,Temporary structure,Physical-Contact with moving vehicle,Site Layout,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,336,source_published_record,source_published_record_unreviewed
Create a temporary deck for hoist,,Detail Design,Eliminate,Struck-By moving vehicle,Site logistics-Traffic route,Temporary structure,Physical-Contact with moving vehicle,Site Layout,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,337,source_published_record,source_published_record_unreviewed
Produce a detailed plan of permanent and temporary routes,,Detail Design,Control by subsequent design,Struck-By moving vehicle,Site logistics-Traffic route,Temporary structure,Physical-Contact with moving vehicle,Site Layout,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,338,source_published_record,source_published_record_unreviewed
Assess the risk of placing the hoist adjacent to stair access and the possibility of both of them being impacted by a collision,,Detail Design,Inform,Struck-By moving vehicle,Site logistics-Traffic route,Temporary structure,Physical-Contact with moving vehicle,Site Layout,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,339,source_published_record,source_published_record_unreviewed
Relocation of alternative escape routes away traffic routes,,Pre construction,Reduce,Struck-By moving vehicle,Site logistics-Traffic route,Temporary structure,Physical-Contact with moving vehicle,Site Layout,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,340,source_published_record,source_published_record_unreviewed
Ensure there are temporary diversions in place,,Pre construction,Control by subsequent design,Struck-By moving vehicle,Site logistics-Traffic route,Temporary structure,Physical-Contact with moving vehicle,Site Layout,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,341,source_published_record,source_published_record_unreviewed
Use physical barriers to prevent vehicles making contact,,"Site work, Temp Works, Change control",Reduce,Struck-By moving vehicle,Site logistics-Traffic route,Temporary structure,Physical-Contact with moving vehicle,Site Layout,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,342,source_published_record,source_published_record_unreviewed
"Ensure that there are appropriate exclusion zones, crossings, barriers, and other control measures",,"Site work, Temp Works, Change control",Control by subsequent design,Struck-By moving vehicle,Site logistics-Traffic route,Temporary structure,Physical-Contact with moving vehicle,Site Layout,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,343,source_published_record,source_published_record_unreviewed
Position construction work away from the exclusion zone of pipes,,Preliminary Design,Reduce,Event-Fire or explosion,Site logistics-Traffic route,UG gas pipe,Physical-Gas release and ignition,Access (onto and within site),Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,344,source_published_record,source_published_record_unreviewed
Review with the gas distribution company to ensure that appropriate methods of protection are incoporated within the design,,Preliminary Design,Control by subsequent design,Event-Fire or explosion,Site logistics-Traffic route,UG gas pipe,Physical-Gas release and ignition,Access (onto and within site),Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,345,source_published_record,source_published_record_unreviewed
Carry out a GPR survey to determine location and depth of pipes,,Preliminary Design,Inform,Event-Fire or explosion,Site logistics-Traffic route,UG gas pipe,Physical-Gas release and ignition,Access (onto and within site),Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,346,source_published_record,source_published_record_unreviewed
Arrange for permanent on surface signage to mark gas pipes position,,Pre construction,Inform,Event-Fire or explosion,Site logistics-Traffic route,UG gas pipe,Physical-Gas release and ignition,Access (onto and within site),Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,347,source_published_record,source_published_record_unreviewed
Inspect the gas pipe route regularly,,"Site work, Temp Works, Change control",Inform,Event-Fire or explosion,Site logistics-Traffic route,UG gas pipe,Physical-Gas release and ignition,Access (onto and within site),Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,348,source_published_record,source_published_record_unreviewed
Consider alternative lighting solutions not requiring access at height,,Detail Design,Eliminate,Fall-From MEWP (Mobile Elevated Working Platform),Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,349,source_published_record,source_published_record_unreviewed
Consider using optic fibre solutions that eliminate light fittings at high levels,,Detail Design,Eliminate,Fall-From MEWP (Mobile Elevated Working Platform),Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,350,source_published_record,source_published_record_unreviewed
Consider solutions that can lower lightings automatically,,Detail Design,Reduce,Fall-From MEWP (Mobile Elevated Working Platform),Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,351,source_published_record,source_published_record_unreviewed
Consider type and number of light fittings to reduce the amount of times they need to be replaced,,Detail Design,Reduce,Fall-From MEWP (Mobile Elevated Working Platform),Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,352,source_published_record,source_published_record_unreviewed
Consider leveraging daylight to increase the lifetime of light bulbs,,Detail Design,Reduce,Fall-From MEWP (Mobile Elevated Working Platform),Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,353,source_published_record,source_published_record_unreviewed
Check design to ensure all light fittings are accesible for maintenance,,Detail Design,Control by subsequent design,Fall-From MEWP (Mobile Elevated Working Platform),Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,354,source_published_record,source_published_record_unreviewed
Ensure any MEWP utilised adheres to best design practice guidelines,,Detail Design,Inform,Fall-From MEWP (Mobile Elevated Working Platform),Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,355,source_published_record,source_published_record_unreviewed
Assess access routes (check doors width) and floor loadings to ensure a MEWP of the correct size can be used,,Pre construction,Control by subsequent design,Fall-From MEWP (Mobile Elevated Working Platform),Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,356,source_published_record,source_published_record_unreviewed
Provide appropriate method statements for maintenance of lighting,,Pre construction,Inform,Fall-From MEWP (Mobile Elevated Working Platform),Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,357,source_published_record,source_published_record_unreviewed
Provide adequate working at height access,,"Site work, Temp Works, Change control",Control by subsequent design,Fall-From MEWP (Mobile Elevated Working Platform),Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,358,source_published_record,source_published_record_unreviewed
Use harness to control the risk of falling from the platform (method statement),,"Site work, Temp Works, Change control",Control by subsequent design,Fall-From MEWP (Mobile Elevated Working Platform),Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,359,source_published_record,source_published_record_unreviewed
Consider alternative lighting solutions not requiring access at height,,Detail Design,Eliminate,Struck-By falling object,Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,360,source_published_record,source_published_record_unreviewed
Consider solutions that can lower lightings automatically,,Detail Design,Reduce,Struck-By falling object,Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,361,source_published_record,source_published_record_unreviewed
Consider type and number of light fittings to reduce the amount of times they need to be replaced,,Detail Design,Reduce,Struck-By falling object,Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,362,source_published_record,source_published_record_unreviewed
Consider leveraging daylight to increase the lifetime of light bulbs,,Detail Design,Reduce,Struck-By falling object,Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,363,source_published_record,source_published_record_unreviewed
Check design to ensure all light fittings are accesible for maintenance,,Detail Design,Control by subsequent design,Struck-By falling object,Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,364,source_published_record,source_published_record_unreviewed
Ensure that any MEWP utilised adheres to design best practice guidelines,,Detail Design,Inform,Struck-By falling object,Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,365,source_published_record,source_published_record_unreviewed
Inform installers and maintenance team of need to prevent falling objects during installation/maintenance,,Pre construction,Inform,Struck-By falling object,Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,366,source_published_record,source_published_record_unreviewed
Provision of tethers to all tools and materials,,"Site work, Temp Works, Change control",Control by subsequent design,Struck-By falling object,Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,367,source_published_record,source_published_record_unreviewed
Mandatory use of tethers/magnetised holders on all tools,,"Site work, Temp Works, Change control",Control by subsequent design,Struck-By falling object,Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,368,source_published_record,source_published_record_unreviewed
Create exclusion zone for people underneath,,"Site work, Temp Works, Change control",Inform,Struck-By falling object,Mobile plant-MEWP (Mobile Elevated Working Platform),Ceiling,Task-MEWP (Mobile Elevated Working Platform),Electrical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,369,source_published_record,source_published_record_unreviewed
Consider locating plant room at ground level if possible,,Preliminary Design,Eliminate,Struck-By falling object,Site logistics-Crane area,Mechanical equipment,Physical-Weight,Mechanical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,370,source_published_record,source_published_record_unreviewed
Design plant in modular systems to minimise size and weight,,Preliminary Design,Reduce,Struck-By falling object,Site logistics-Crane area,Mechanical equipment,Physical-Weight,Mechanical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,371,source_published_record,source_published_record_unreviewed
Design plant to require minimal large item replacement,,Preliminary Design,Reduce,Struck-By falling object,Site logistics-Crane area,Mechanical equipment,Physical-Weight,Mechanical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,372,source_published_record,source_published_record_unreviewed
Consider alternative methods to transport plant equipment to plant room (e.g. use crane or internal hoist),,Detail Design,Reduce,Struck-By falling object,Site logistics-Crane area,Mechanical equipment,Physical-Weight,Mechanical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,373,source_published_record,source_published_record_unreviewed
Consider designing roof hatches to ensure that all the elements that need replacement can be lifted into place through it,,Detail Design,Control by subsequent design,Struck-By falling object,Site logistics-Crane area,Mechanical equipment,Physical-Weight,Mechanical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,374,source_published_record,source_published_record_unreviewed
Create exclusion zone underneath crane area,,Pre construction,Inform,Struck-By falling object,Site logistics-Crane area,Mechanical equipment,Physical-Weight,Mechanical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,375,source_published_record,source_published_record_unreviewed
Ensure that weight to be lifted is within the crane's capacity,,Pre construction,Inform,Struck-By falling object,Site logistics-Crane area,Mechanical equipment,Physical-Weight,Mechanical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,376,source_published_record,source_published_record_unreviewed
Ensure the correct use of lifting accessories,,"Site work, Temp Works, Change control",Control by subsequent design,Struck-By falling object,Site logistics-Crane area,Mechanical equipment,Physical-Weight,Mechanical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,377,source_published_record,source_published_record_unreviewed
Ensure that a competent lifting team is allocated to each crane,,"Site work, Temp Works, Change control",Inform,Struck-By falling object,Site logistics-Crane area,Mechanical equipment,Physical-Weight,Mechanical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,378,source_published_record,source_published_record_unreviewed
Consider windows that can be cleaned from the inside,,Preliminary Design,Eliminate,Struck-By falling object,Mobile plant-BMU (Building Maintenance Unit),Window,Task-Cleaning glazing/window,Windows/glazing including windows cleaning,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,379,source_published_record,source_published_record_unreviewed
Consider electrical solution to clean windows automatically,,Detail Design,Eliminate,Struck-By falling object,Mobile plant-BMU (Building Maintenance Unit),Window,Task-Cleaning glazing/window,Windows/glazing including windows cleaning,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,380,source_published_record,source_published_record_unreviewed
Pre use checks to ensure BMU is in safe condition to use,,Pre construction,Control by subsequent design,Struck-By falling object,Mobile plant-BMU (Building Maintenance Unit),Window,Task-Cleaning glazing/window,Windows/glazing including windows cleaning,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,381,source_published_record,source_published_record_unreviewed
Working at height strategy to be agreed prior to starting cleaning operations to ensure all operatives are qualified and trained to use appropriate tools at height,,Pre construction,Inform,Struck-By falling object,Mobile plant-BMU (Building Maintenance Unit),Window,Task-Cleaning glazing/window,Windows/glazing including windows cleaning,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,382,source_published_record,source_published_record_unreviewed
A working at height permit to work should be used to introduce the necessary hold points and checks prior to any operations,,Pre construction,Inform,Struck-By falling object,Mobile plant-BMU (Building Maintenance Unit),Window,Task-Cleaning glazing/window,Windows/glazing including windows cleaning,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,383,source_published_record,source_published_record_unreviewed
A working at height permit to work should be used to introduce the necessary hold points ,,Pre construction,Inform,Struck-By falling object,Mobile plant-BMU (Building Maintenance Unit),Window,Task-Cleaning glazing/window,Windows/glazing including windows cleaning,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,384,source_published_record,source_published_record_unreviewed
Mandatory use of tethers on all tools,,"Site work, Temp Works, Change control",Control by subsequent design,Struck-By falling object,Mobile plant-BMU (Building Maintenance Unit),Window,Task-Cleaning glazing/window,Windows/glazing including windows cleaning,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,385,source_published_record,source_published_record_unreviewed
Mandatory use of tethers/magnetised holders on all tools,,"Site work, Temp Works, Change control",Control by subsequent design,Struck-By falling object,Mobile plant-BMU (Building Maintenance Unit),Window,Task-Cleaning glazing/window,Windows/glazing including windows cleaning,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,386,source_published_record,source_published_record_unreviewed
Method statements to take account of weather and environmental conditions,,"Site work, Temp Works, Change control",Control by subsequent design,Struck-By falling object,Mobile plant-BMU (Building Maintenance Unit),Window,Task-Cleaning glazing/window,Windows/glazing including windows cleaning,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,387,source_published_record,source_published_record_unreviewed
Create an exclusion zone for people underneath,,"Site work, Temp Works, Change control",Inform,Struck-By falling object,Mobile plant-BMU (Building Maintenance Unit),Window,Task-Cleaning glazing/window,Windows/glazing including windows cleaning,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,388,source_published_record,source_published_record_unreviewed
Consider windows that can be cleaned from the inside,,Preliminary Design,Eliminate,Fall-Collapse of BMU (Building Maintenance Unit),Mobile plant-BMU (Building Maintenance Unit),Window,Task-Cleaning glazing/window,Windows/glazing including windows cleaning,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,389,source_published_record,source_published_record_unreviewed
Consider solutions that eliminate the need for a person to work at height (e.g. using water fed poles from balconies),,Detail Design,Eliminate,Fall-Collapse of BMU (Building Maintenance Unit),Mobile plant-BMU (Building Maintenance Unit),Window,Task-Cleaning glazing/window,Windows/glazing including windows cleaning,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,390,source_published_record,source_published_record_unreviewed
"Pre use checks to ensure that all winches, cables and fixings are in good condition and fitted according to manufacturer specifications",,Pre construction,Control by subsequent design,Fall-Collapse of BMU (Building Maintenance Unit),Mobile plant-BMU (Building Maintenance Unit),Window,Task-Cleaning glazing/window,Windows/glazing including windows cleaning,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,391,source_published_record,source_published_record_unreviewed
Working at height strategy to be agreed prior to any cleaning operations to ensure all operatives are qualified and trained to use the elevation platform,,Pre construction,Inform,Fall-Collapse of BMU (Building Maintenance Unit),Mobile plant-BMU (Building Maintenance Unit),Window,Task-Cleaning glazing/window,Windows/glazing including windows cleaning,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,392,source_published_record,source_published_record_unreviewed
A working at height permit to work should be used to introduce the necessary hold points and checks prior to any operations,,Pre construction,Inform,Fall-Collapse of BMU (Building Maintenance Unit),Mobile plant-BMU (Building Maintenance Unit),Window,Task-Cleaning glazing/window,Windows/glazing including windows cleaning,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,393,source_published_record,source_published_record_unreviewed
Method statements to take account of weather and environmental conditions,,"Site work, Temp Works, Change control",Control by subsequent design,Fall-Collapse of BMU (Building Maintenance Unit),Mobile plant-BMU (Building Maintenance Unit),Window,Task-Cleaning glazing/window,Windows/glazing including windows cleaning,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,394,source_published_record,source_published_record_unreviewed
Safety tests and maintenance schedule according to manufacturer,,"Site work, Temp Works, Change control",Inform,Fall-Collapse of BMU (Building Maintenance Unit),Mobile plant-BMU (Building Maintenance Unit),Window,Task-Cleaning glazing/window,Windows/glazing including windows cleaning,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,395,source_published_record,source_published_record_unreviewed
Create an exclusion zone for people underneath to ensure that impact zone is kept clear,,"Site work, Temp Works, Change control",Inform,Fall-Collapse of BMU (Building Maintenance Unit),Mobile plant-BMU (Building Maintenance Unit),Window,Task-Cleaning glazing/window,Windows/glazing including windows cleaning,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,396,source_published_record,source_published_record_unreviewed
Monitor weather conditions and safe working loads,,"Site work, Temp Works, Change control",Inform,Fall-Collapse of BMU (Building Maintenance Unit),Mobile plant-BMU (Building Maintenance Unit),Window,Task-Cleaning glazing/window,Windows/glazing including windows cleaning,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,397,source_published_record,source_published_record_unreviewed
Acoustic specialist to carry out risk study to understand best options to reducing noise in the plant room by design,,Preliminary Design,Reduce,Mechanical Effect-Noise,Site work area-Plant room,Mechanical equipment,Task-Cleaning machinery,Mechanical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,398,source_published_record,source_published_record_unreviewed
Consider new alternative equipment with less noise,,Detail Design,Reduce,Mechanical Effect-Noise,Site work area-Plant room,Mechanical equipment,Task-Cleaning machinery,Mechanical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,399,source_published_record,source_published_record_unreviewed
Design Plant rooms with acoustic enclosure,,Detail Design,Control by subsequent design,Mechanical Effect-Noise,Site work area-Plant room,Mechanical equipment,Task-Cleaning machinery,Mechanical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,400,source_published_record,source_published_record_unreviewed
Select Plant that includes acoustic enclosure and anti-vibration mounts,,Detail Design,Control by subsequent design,Mechanical Effect-Noise,Site work area-Plant room,Mechanical equipment,Task-Cleaning machinery,Mechanical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,401,source_published_record,source_published_record_unreviewed
Select Plant to meet atmospheric noise limits,,Detail Design,Control by subsequent design,Mechanical Effect-Noise,Site work area-Plant room,Mechanical equipment,Task-Cleaning machinery,Mechanical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,402,source_published_record,source_published_record_unreviewed
Consider use of mobile noise screens to protect workers from noisy areas,,Pre construction,Control by subsequent design,Mechanical Effect-Noise,Site work area-Plant room,Mechanical equipment,Task-Cleaning machinery,Mechanical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,403,source_published_record,source_published_record_unreviewed
Construction equipment and temporary sources of noise to be assessed and reduced as far as possible,,"Site work, Temp Works, Change control",Reduce,Mechanical Effect-Noise,Site work area-Plant room,Mechanical equipment,Task-Cleaning machinery,Mechanical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,404,source_published_record,source_published_record_unreviewed
Provide safety equipment where required (ear defenders),,"Site work, Temp Works, Change control",Control by subsequent design,Mechanical Effect-Noise,Site work area-Plant room,Mechanical equipment,Task-Cleaning machinery,Mechanical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,405,source_published_record,source_published_record_unreviewed
Designate and clearly signpost areas of noisy work,,"Site work, Temp Works, Change control",Inform,Mechanical Effect-Noise,Site work area-Plant room,Mechanical equipment,Task-Cleaning machinery,Mechanical services,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,406,source_published_record,source_published_record_unreviewed
Architect to review options for guard rail solutions for safety,,Preliminary Design,Reduce,Fall-From open edge,High Level-Near Edge,Guard rail,Physical-Edge,External Cladding,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,407,source_published_record,source_published_record_unreviewed
Review walking surfaces on open roof terraces where pedestrians would gather,,Preliminary Design,Control by subsequent design,Fall-From open edge,High Level-Near Edge,Guard rail,Physical-Edge,External Cladding,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,408,source_published_record,source_published_record_unreviewed
Design and manufacture guard rail with the correct standards,,Detail Design,Reduce,Fall-From open edge,High Level-Near Edge,Guard rail,Physical-Edge,External Cladding,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,409,source_published_record,source_published_record_unreviewed
Introduce Working at Perimeter Edge Safety Procedure,,Detail Design,Inform,Fall-From open edge,High Level-Near Edge,Guard rail,Physical-Edge,External Cladding,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,410,source_published_record,source_published_record_unreviewed
